Residence,Region,Sub-Region,Period,Business,Pleasure,Visit Relatives,Conference,Study,Exhibition,Medical Treatment,Others,Unstated
Japan,Asia,,2017-11,22884,150268,1513,1564,491,82,12,16174,0
"Korea,Republic of",Asia,,2017-11,5507,81680,1547,866,503,189,7,7862,0
India,Asia,,2017-11,640,332,77,238,33,37,11,1690,0
Argentina,America,,2017-11,23,21,9,8,2,1,0,47,0
Malaysia,Asia,Southeast Asia,2017-11,1849,49003,1589,599,124,105,86,7866,0
Singapore,Asia,Southeast Asia,2017-11,4238,41381,1451,557,242,40,21,4678,0
Indonesia,Asia,Southeast Asia,2017-11,409,3466,613,238,110,60,67,10065,0
Middle East,Asia,,2017-11,695,541,53,106,19,4,5,406,0
Thailand,Asia,Southeast Asia,2017-11,936,19787,715,411,114,55,16,6198,0
Vietnam,Asia,Southeast Asia,2017-11,535,15179,2180,224,331,33,9,15257,0
"Others, Southeast Asia",Asia,Southeast Asia,2017-11,156,1509,149,88,36,6,61,774,0
"Others, Asia",Asia,,2017-11,212,295,78,318,55,22,30,446,0
Canada,America,,2017-11,856,8456,1797,119,45,9,8,2822,0
United States of America,America,,2017-11,8734,21037,14688,791,263,48,34,8236,0
Mexico,America,,2017-11,82,100,29,7,12,4,0,109,0
Philippines,Asia,Southeast Asia,2017-11,749,18679,762,1036,39,43,25,10414,0
France,Europe,,2017-12,540,1491,537,43,177,11,1,1058,0
Germany,Europe,,2017-12,1025,2055,426,59,168,4,1,1039,0
Italy,Europe,,2017-12,326,500,125,24,29,7,2,526,0
Netherlands,Europe,,2017-12,492,989,195,21,54,3,0,398,0
Switzerland,Europe,,2017-12,132,388,141,5,9,0,0,151,0
Spain,Europe,,2017-12,87,375,80,9,33,1,2,223,0
United Kingdom,Europe,,2017-12,617,2262,592,52,19,7,0,1671,0
S. Africa,Africa,,2017-12,29,184,132,3,0,0,0,219,0
Greece,Europe,,2017-12,33,34,4,2,1,3,0,67,0
Sweden,Europe,,2017-12,111,345,84,4,46,0,0,144,0
Russian Federation,Europe,,2017-12,129,135,24,15,8,2,0,249,0
"Others, Europe",Europe,,2017-12,586,1668,238,46,83,7,4,1125,0
Australia,Oceania,,2017-12,515,7883,2589,126,63,6,11,1902,0
New Zealand,Oceania,,2017-12,109,863,601,9,7,1,4,284,0
"Others, Oceania",Oceania,,2017-12,17,106,12,6,1,0,32,62,0
"Others, America",America,,2017-12,51,240,91,8,19,0,0,349,0
Austria,Europe,,2017-12,147,273,78,7,30,0,0,116,0
Argentina,America,,2017-12,8,34,29,2,3,0,0,61,0
Philippines,Asia,Southeast Asia,2017-12,497,20744,1530,301,41,22,51,9763,0
Mexico,America,,2017-12,38,84,40,2,4,0,0,81,0
"Others, Africa",Africa,,2017-12,111,75,25,23,24,0,1,182,0
HongKong. Macao,Asia,,2017-12,6260,160772,4607,571,166,9,260,4412,0
Mainland China,Asia,,2017-12,1249,194249,4346,68,1099,5,2205,44789,0
Japan,Asia,,2017-12,20531,143789,2645,1019,352,52,12,19057,0
"Korea,Republic of",Asia,,2017-12,4625,95884,1819,582,543,209,4,9975,0
India,Asia,,2017-12,558,485,117,98,107,1,3,1522,0
Middle East,Asia,,2017-12,538,532,71,23,14,5,0,361,0
Brazil,America,,2017-12,31,147,91,5,8,0,0,150,0
Malaysia,Asia,Southeast Asia,2017-12,1283,61071,2037,272,94,97,41,8227,0
Indonesia,Asia,Southeast Asia,2017-12,329,7095,921,54,161,55,52,9168,0
Thailand,Asia,Southeast Asia,2017-12,775,28068,932,156,222,12,9,6490,0
Vietnam,Asia,Southeast Asia,2017-12,518,14079,2718,133,141,35,9,16047,0
"Others, Southeast Asia",Asia,Southeast Asia,2017-12,45,1961,201,35,16,4,68,777,0
"Others, Asia",Asia,,2017-12,186,460,71,63,24,33,29,456,0
Canada,America,,2017-12,496,6917,2346,51,35,4,12,2450,0
United States of America,America,,2017-12,6022,22099,20029,396,185,28,21,7993,0
Singapore,Asia,Southeast Asia,2017-12,2646,59793,1838,237,113,29,15,5607,0
Unstated,,,2017-12,2,37,8,1,0,0,0,110,0
Belgium,Europe,,2017-12,118,235,40,9,41,2,2,142,0
Unstated,,,2018-01,12,31,8,1,0,0,1,1829,0
Mexico,America,,2018-01,56,81,20,2,6,2,0,177,0
United States of America,America,,2018-01,9168,14643,9122,310,270,19,58,7739,0
Canada,America,,2018-01,774,5407,1389,41,31,3,8,2099,0
"Others, Asia",Asia,,2018-01,225,243,80,58,20,28,20,454,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-01,43,1130,120,5,5,1,79,562,0
Vietnam,Asia,Southeast Asia,2018-01,488,10279,3326,82,111,11,15,11089,0
Thailand,Asia,Southeast Asia,2018-01,882,16301,656,135,86,29,4,5236,0
Philippines,Asia,Southeast Asia,2018-01,696,13861,644,151,89,3,45,15438,0
Indonesia,Asia,Southeast Asia,2018-01,396,3434,586,96,63,16,48,8387,0
Singapore,Asia,Southeast Asia,2018-01,4441,22440,846,407,34,27,10,3109,0
Malaysia,Asia,Southeast Asia,2018-01,2011,24185,934,283,95,29,79,3743,0
Middle East,Asia,,2018-01,696,491,50,44,13,16,3,402,0
India,Asia,,2018-01,754,258,82,110,67,4,1,1303,0
"Korea,Republic of",Asia,,2018-01,5548,113019,1765,410,901,289,9,7414,0
Japan,Asia,,2018-01,20747,123980,1521,612,287,52,25,14688,0
Brazil,America,,2018-01,58,138,33,3,5,0,0,177,0
Mainland China,Asia,,2018-01,1407,178170,4643,47,774,0,1801,31806,0
Argentina,America,,2018-01,10,57,30,0,3,0,0,59,0
Belgium,Europe,,2018-01,167,182,25,14,44,1,0,126,0
"Others, Oceania",Oceania,,2018-01,32,160,9,2,4,0,38,50,0
New Zealand,Oceania,,2018-01,117,720,367,12,9,1,0,285,0
Australia,Oceania,,2018-01,737,6785,1743,95,27,8,17,1766,0
"Others, Europe",Europe,,2018-01,979,1333,185,46,67,11,2,1113,0
Russian Federation,Europe,,2018-01,162,144,37,18,7,3,0,275,0
Sweden,Europe,,2018-01,256,273,28,11,21,2,1,160,0
Greece,Europe,,2018-01,40,19,5,2,1,0,0,51,0
Austria,Europe,,2018-01,219,217,59,8,27,0,0,126,0
United Kingdom,Europe,,2018-01,1145,1812,292,66,40,17,4,1455,0
Spain,Europe,,2018-01,194,280,70,9,32,3,0,261,0
Switzerland,Europe,,2018-01,230,276,61,16,5,0,2,143,0
Netherlands,Europe,,2018-01,702,608,98,10,32,5,0,363,0
Italy,Europe,,2018-01,612,322,72,19,32,4,0,456,0
Germany,Europe,,2018-01,1741,1841,258,38,103,7,2,961,0
France,Europe,,2018-01,878,1049,301,42,118,12,3,1018,0
"Others, America",America,,2018-01,96,262,144,9,24,0,0,435,0
HongKong. Macao,Asia,,2018-01,7958,90982,2656,769,170,8,308,3590,0
"Others, Africa",Africa,,2018-01,110,47,16,10,22,5,0,154,0
S. Africa,Africa,,2018-01,58,69,56,4,0,3,0,240,0
"Others, America",America,,2018-02,69,204,116,10,23,0,0,729,0
Belgium,Europe,,2018-02,86,134,50,4,31,0,2,135,0
France,Europe,,2018-02,452,1098,656,25,340,7,2,1188,0
Germany,Europe,,2018-02,1052,1559,443,37,198,8,1,973,0
Italy,Europe,,2018-02,362,258,111,18,63,2,1,554,0
Netherlands,Europe,,2018-02,432,469,192,14,64,1,1,573,0
Switzerland,Europe,,2018-02,136,272,111,10,20,4,0,145,0
Argentina,America,,2018-02,3,25,27,0,3,0,0,54,0
"Others, Africa",Africa,,2018-02,63,41,12,21,22,0,0,261,0
Austria,Europe,,2018-02,134,244,107,1,18,0,0,154,0
Greece,Europe,,2018-02,38,15,4,1,1,0,0,79,0
Sweden,Europe,,2018-02,125,200,90,4,31,0,0,180,0
Russian Federation,Europe,,2018-02,98,78,19,39,19,5,1,397,0
"Others, Europe",Europe,,2018-02,511,1232,255,64,146,9,1,1384,0
Australia,Oceania,,2018-02,465,2660,1289,66,31,4,9,1075,0
New Zealand,Oceania,,2018-02,87,340,318,7,6,1,1,212,0
United Kingdom,Europe,,2018-02,749,1646,726,65,35,19,4,1507,0
Spain,Europe,,2018-02,143,200,87,14,51,0,0,280,0
Brazil,America,,2018-02,34,72,49,4,8,3,0,132,0
United States of America,America,,2018-02,5246,11558,13705,417,306,19,25,7517,0
HongKong. Macao,Asia,,2018-02,4831,84347,5398,270,162,8,168,14211,0
Mainland China,Asia,,2018-02,753,222843,7033,19,7047,1,2238,49824,0
Japan,Asia,,2018-02,15738,90718,2248,491,621,57,10,14407,0
"Korea,Republic of",Asia,,2018-02,3710,76108,1709,283,604,243,4,9854,0
India,Asia,,2018-02,387,155,79,37,81,3,1,1813,0
Middle East,Asia,,2018-02,397,433,93,23,26,6,4,361,0
Malaysia,Asia,Southeast Asia,2018-02,1026,16606,1590,143,252,30,42,16675,0
Singapore,Asia,Southeast Asia,2018-02,2284,12951,1727,167,140,12,13,2309,0
Indonesia,Asia,Southeast Asia,2018-02,275,2014,741,59,190,7,55,10273,0
Philippines,Asia,Southeast Asia,2018-02,467,13010,1622,334,204,8,20,8826,0
Thailand,Asia,Southeast Asia,2018-02,638,10976,791,156,248,28,11,5438,0
Vietnam,Asia,Southeast Asia,2018-02,215,8139,2308,37,157,8,5,22746,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-02,30,1297,170,9,12,16,29,1000,0
"Others, Asia",Asia,,2018-02,104,161,63,18,44,0,17,552,0
Canada,America,,2018-02,411,4424,2114,41,56,5,8,2094,0
Mexico,America,,2018-02,37,62,13,25,19,0,0,89,0
Unstated,,,2018-02,2,26,7,0,2,0,0,335,0
S. Africa,Africa,,2018-02,36,58,60,3,8,1,0,425,0
"Others, Oceania",Oceania,,2018-02,22,43,9,7,5,0,44,66,0
Mainland China,Asia,,2018-03,1309,143972,4674,61,2168,2,2320,37299,0
United States of America,America,,2018-03,8526,16231,12119,459,275,51,40,17783,0
Canada,America,,2018-03,663,6612,2164,70,29,6,10,5830,0
"Others, Asia",Asia,,2018-03,191,206,54,47,34,16,22,731,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-03,75,1408,186,13,22,3,49,1864,0
Vietnam,Asia,Southeast Asia,2018-03,424,13638,3301,91,374,53,8,36009,0
Thailand,Asia,Southeast Asia,2018-03,990,19436,740,213,311,82,5,14818,0
Philippines,Asia,Southeast Asia,2018-03,675,18773,911,601,96,36,65,23941,0
Indonesia,Asia,Southeast Asia,2018-03,368,3109,611,170,175,117,43,13509,0
Singapore,Asia,Southeast Asia,2018-03,3266,29241,1063,372,109,58,16,8795,0
Malaysia,Asia,Southeast Asia,2018-03,1800,37276,1208,485,126,116,72,19037,0
Middle East,Asia,,2018-03,583,557,64,54,4,6,5,857,0
India,Asia,,2018-03,634,266,97,72,76,26,0,2651,0
"Korea,Republic of",Asia,,2018-03,4515,53128,1137,383,373,240,3,18613,0
HongKong. Macao,Asia,,2018-03,7726,133051,3511,607,237,13,371,5470,0
Unstated,,,2018-03,4,34,4,0,0,0,0,89,0
Mexico,America,,2018-03,56,74,13,5,2,1,0,287,0
Brazil,America,,2018-03,109,72,40,9,5,4,0,207,0
Argentina,America,,2018-03,26,20,7,4,4,2,0,72,0
Greece,Europe,,2018-03,36,29,7,9,0,0,0,85,0
"Others, Africa",Africa,,2018-03,140,39,18,22,15,4,2,301,0
S. Africa,Africa,,2018-03,61,61,59,3,2,0,0,252,0
"Others, Oceania",Oceania,,2018-03,30,120,9,4,6,0,48,74,0
New Zealand,Oceania,,2018-03,151,284,241,17,3,1,1,462,0
Australia,Oceania,,2018-03,870,3549,1177,135,38,20,10,3221,0
"Others, Europe",Europe,,2018-03,894,1617,190,104,39,13,3,2477,0
Russian Federation,Europe,,2018-03,185,145,18,13,11,9,2,383,0
Sweden,Europe,,2018-03,198,295,62,18,13,1,0,351,0
"Others, America",America,,2018-03,98,182,61,42,56,3,0,606,0
Japan,Asia,,2018-03,19258,133683,1871,808,577,80,17,49636,0
United Kingdom,Europe,,2018-03,1134,2494,594,99,20,12,1,3847,0
Spain,Europe,,2018-03,252,303,116,19,18,6,0,450,0
Switzerland,Europe,,2018-03,233,354,78,9,10,1,0,388,0
Netherlands,Europe,,2018-03,641,512,90,15,13,0,0,764,0
Italy,Europe,,2018-03,599,282,83,44,9,16,0,715,0
Germany,Europe,,2018-03,1704,2376,426,62,80,8,2,2425,0
France,Europe,,2018-03,863,1158,321,66,44,26,0,1755,0
Belgium,Europe,,2018-03,180,167,38,17,6,3,1,371,0
Austria,Europe,,2018-03,190,282,64,3,6,2,0,346,0
Unstated,,,2018-04,2,22,7,0,0,0,0,72,0
"Others, Oceania",Oceania,,2018-04,18,47,7,5,2,2,45,54,0
HongKong. Macao,Asia,,2018-04,6630,105923,3216,611,206,16,288,5693,0
Belgium,Europe,,2018-04,163,261,39,16,11,7,0,186,0
France,Europe,,2018-04,917,1900,623,76,315,41,0,1521,0
Germany,Europe,,2018-04,1898,1911,263,95,125,26,2,1571,0
Italy,Europe,,2018-04,666,378,70,46,22,25,0,425,0
Netherlands,Europe,,2018-04,615,750,155,36,55,11,1,530,0
Switzerland,Europe,,2018-04,271,373,97,6,8,5,1,334,0
Spain,Europe,,2018-04,260,348,92,28,34,15,1,293,0
United Kingdom,Europe,,2018-04,1127,2351,456,91,8,25,5,2479,0
Austria,Europe,,2018-04,231,356,57,21,11,2,0,191,0
Greece,Europe,,2018-04,41,38,3,7,1,3,0,55,0
Sweden,Europe,,2018-04,283,261,38,24,42,3,0,201,0
Russian Federation,Europe,,2018-04,235,184,15,11,4,35,0,266,0
"Others, Europe",Europe,,2018-04,1109,1825,196,142,84,110,2,1417,0
Australia,Oceania,,2018-04,901,4220,1242,193,25,50,10,2178,0
New Zealand,Oceania,,2018-04,178,542,329,35,14,11,0,378,0
"Others, America",America,,2018-04,178,210,89,33,25,13,0,516,0
S. Africa,Africa,,2018-04,146,55,34,6,0,13,0,282,0
Argentina,America,,2018-04,33,35,13,0,3,1,0,101,0
Mexico,America,,2018-04,93,73,16,3,6,11,1,201,0
Mainland China,Asia,,2018-04,1235,175634,4383,51,3242,5,1709,41490,0
Japan,Asia,,2018-04,20506,80223,1550,757,265,160,19,23658,0
"Korea,Republic of",Asia,,2018-04,4789,50048,1219,423,325,216,2,9533,0
India,Asia,,2018-04,813,393,149,143,54,112,1,1800,0
Middle East,Asia,,2018-04,803,515,42,49,8,61,2,550,0
Malaysia,Asia,Southeast Asia,2018-04,1945,32197,1280,439,89,244,90,7673,0
Singapore,Asia,Southeast Asia,2018-04,3940,23212,1026,396,74,120,22,6440,0
Indonesia,Asia,Southeast Asia,2018-04,422,3939,785,202,112,138,58,9775,0
Philippines,Asia,Southeast Asia,2018-04,801,18185,1655,423,175,75,57,23480,0
Thailand,Asia,Southeast Asia,2018-04,965,24287,962,223,122,176,14,7372,0
Vietnam,Asia,Southeast Asia,2018-04,709,20768,5746,174,140,126,10,19329,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-04,71,3392,289,20,5,30,105,1291,0
"Others, Asia",Asia,,2018-04,262,382,59,111,11,64,24,479,0
Canada,America,,2018-04,793,5527,1391,65,51,12,12,3305,0
United States of America,America,,2018-04,8916,16182,11167,542,261,39,36,12166,0
Brazil,America,,2018-04,150,97,45,19,3,8,0,285,0
"Others, Africa",Africa,,2018-04,235,44,22,19,16,43,0,171,0
"Others, Africa",Africa,,2018-05,132,42,16,19,12,3,5,177,0
Unstated,,,2018-05,6,22,0,0,0,0,0,44,0
Brazil,America,,2018-05,91,76,34,10,8,5,0,105,0
Mexico,America,,2018-05,98,74,16,10,6,7,0,88,0
United States of America,America,,2018-05,8629,15561,12164,568,438,36,36,7148,0
Canada,America,,2018-05,802,6003,1459,108,54,4,15,1869,0
"Others, Asia",Asia,,2018-05,217,225,60,103,28,8,26,474,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-05,89,1600,171,39,16,11,69,767,0
Vietnam,Asia,Southeast Asia,2018-05,601,18583,7184,273,136,20,20,17034,0
Thailand,Asia,Southeast Asia,2018-05,960,18002,697,258,191,57,4,5783,0
Philippines,Asia,Southeast Asia,2018-05,766,19211,1983,453,135,24,74,22778,0
Indonesia,Asia,Southeast Asia,2018-05,324,3565,739,187,83,47,75,10149,0
Singapore,Asia,Southeast Asia,2018-05,4293,25342,1213,447,148,32,18,2910,0
Malaysia,Asia,Southeast Asia,2018-05,1856,29181,1153,391,70,62,85,5432,0
Middle East,Asia,,2018-05,615,390,35,47,12,3,7,285,0
India,Asia,,2018-05,787,361,164,169,120,24,5,1622,0
"Korea,Republic of",Asia,,2018-05,5100,59551,1562,492,390,191,1,9102,0
Argentina,America,,2018-05,21,32,8,3,4,0,0,41,0
HongKong. Macao,Asia,,2018-05,7753,106302,3017,908,189,13,336,4445,0
"Others, America",America,,2018-05,157,187,89,35,45,10,0,373,0
Belgium,Europe,,2018-05,185,155,40,21,15,1,0,69,0
S. Africa,Africa,,2018-05,67,40,29,10,0,1,0,127,0
"Others, Oceania",Oceania,,2018-05,28,53,5,5,0,2,41,57,0
New Zealand,Oceania,,2018-05,217,352,157,32,1,2,2,166,0
Australia,Oceania,,2018-05,915,2708,797,230,21,5,9,1265,0
"Others, Europe",Europe,,2018-05,892,1348,133,84,87,23,4,1043,0
Russian Federation,Europe,,2018-05,164,117,12,23,8,16,1,281,0
Sweden,Europe,,2018-05,196,161,31,13,14,1,0,143,0
Japan,Asia,,2018-05,21724,103726,1499,906,332,57,11,22673,0
Greece,Europe,,2018-05,46,18,0,7,0,1,1,60,0
United Kingdom,Europe,,2018-05,1210,2087,365,119,34,13,4,1051,0
Spain,Europe,,2018-05,233,263,64,26,27,9,0,217,0
Switzerland,Europe,,2018-05,258,327,45,16,21,4,0,152,0
Netherlands,Europe,,2018-05,651,721,94,30,40,4,0,260,0
Italy,Europe,,2018-05,696,284,63,49,26,18,2,406,0
Germany,Europe,,2018-05,1588,1601,276,104,113,11,0,730,0
France,Europe,,2018-05,906,1449,398,75,232,27,2,1030,0
Austria,Europe,,2018-05,192,231,46,10,28,0,0,103,0
Mainland China,Asia,,2018-05,1518,141767,3670,71,1341,3,1563,41646,0
"Others, Africa",Africa,,2018-06,125,44,23,25,16,27,0,245,0
Unstated,,,2018-06,5,651,86,10,21,9,0,381,0
Argentina,America,,2018-06,24,14,9,9,1,3,0,26,0
Philippines,Asia,Southeast Asia,2018-06,807,19234,1502,468,141,224,61,17195,0
Mexico,America,,2018-06,74,70,19,13,14,10,1,76,0
United States of America,America,,2018-06,8922,17179,16761,871,716,106,37,7758,0
Canada,America,,2018-06,722,3446,1187,115,47,30,15,1851,0
"Others, Asia",Asia,,2018-06,223,347,70,89,50,77,11,435,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-06,93,1293,183,28,7,37,54,838,0
Vietnam,Asia,Southeast Asia,2018-06,629,21965,5834,199,175,185,24,19087,0
Thailand,Asia,Southeast Asia,2018-06,1300,12721,671,304,255,343,2,5265,0
Indonesia,Asia,Southeast Asia,2018-06,244,9101,1532,116,524,163,60,12693,0
Singapore,Asia,Southeast Asia,2018-06,3928,24881,1426,374,152,220,15,2991,0
Malaysia,Asia,Southeast Asia,2018-06,1946,33806,1978,396,165,416,93,5803,0
Middle East,Asia,,2018-06,770,398,54,62,21,141,0,403,0
India,Asia,,2018-06,765,328,126,219,59,223,5,1517,0
"Korea,Republic of",Asia,,2018-06,5476,49836,1379,597,378,565,8,6197,0
Japan,Asia,,2018-06,24186,93434,1309,1024,322,371,19,13481,0
HongKong. Macao,Asia,,2018-06,7670,130097,4014,647,283,41,314,4585,0
Brazil,America,,2018-06,114,52,37,23,5,7,0,106,0
"Others, America",America,,2018-06,155,258,153,40,35,35,2,408,0
Mainland China,Asia,,2018-06,1244,145329,4424,46,1086,18,1523,40216,0
France,Europe,,2018-06,1005,1041,343,147,240,69,2,1106,0
S. Africa,Africa,,2018-06,96,72,48,12,1,18,0,137,0
Belgium,Europe,,2018-06,215,121,37,19,10,4,0,95,0
"Others, Oceania",Oceania,,2018-06,17,41,40,22,2,0,30,68,0
New Zealand,Oceania,,2018-06,162,425,208,62,8,12,7,227,0
Australia,Oceania,,2018-06,1008,2871,874,208,26,82,4,1763,0
Russian Federation,Europe,,2018-06,288,121,12,31,17,129,0,266,0
Sweden,Europe,,2018-06,203,280,110,23,14,9,1,148,0
Greece,Europe,,2018-06,49,20,1,8,0,9,0,46,0
"Others, Europe",Europe,,2018-06,1072,1232,187,113,110,177,0,1159,0
Austria,Europe,,2018-06,198,131,70,10,13,10,0,100,0
United Kingdom,Europe,,2018-06,1125,1841,316,132,44,66,1,1402,0
Spain,Europe,,2018-06,300,303,96,48,51,31,0,235,0
Switzerland,Europe,,2018-06,278,199,38,31,8,6,0,109,0
Netherlands,Europe,,2018-06,801,584,55,43,37,21,0,232,0
Italy,Europe,,2018-06,625,263,82,66,17,56,0,392,0
Germany,Europe,,2018-06,1953,1098,260,219,75,70,1,713,0
Thailand,Asia,Southeast Asia,2018-07,869,14020,752,222,376,85,10,4747,0
United States of America,America,,2018-07,7280,16408,13837,614,608,27,33,9013,0
Canada,America,,2018-07,547,4848,1695,95,56,9,19,2191,0
"Others, Asia",Asia,,2018-07,182,372,69,51,27,12,10,436,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-07,57,946,159,23,16,4,65,858,0
Vietnam,Asia,Southeast Asia,2018-07,534,23336,5945,114,282,26,23,20351,0
Mexico,America,,2018-07,86,137,32,15,12,2,0,181,0
Philippines,Asia,Southeast Asia,2018-07,669,16110,1424,480,107,47,91,10857,0
Mainland China,Asia,,2018-07,1290,166574,7161,46,915,4,2274,46912,0
Singapore,Asia,Southeast Asia,2018-07,4332,14497,986,425,110,43,17,2672,0
Malaysia,Asia,Southeast Asia,2018-07,1953,13847,951,412,179,104,69,5495,0
Middle East,Asia,,2018-07,597,495,76,70,31,4,8,497,0
India,Asia,,2018-07,800,381,98,163,105,14,2,1693,0
"Korea,Republic of",Asia,,2018-07,4491,49095,1333,478,562,223,3,6830,0
Japan,Asia,,2018-07,22238,90527,1837,868,402,85,23,13383,0
HongKong. Macao,Asia,,2018-07,7089,143563,4091,611,434,8,305,5667,0
Brazil,America,,2018-07,95,92,31,21,3,5,0,126,0
Indonesia,Asia,Southeast Asia,2018-07,378,2817,616,185,265,36,69,16148,0
Argentina,America,,2018-07,15,25,6,4,4,0,0,38,0
S. Africa,Africa,,2018-07,61,92,51,15,0,0,1,296,0
Belgium,Europe,,2018-07,143,283,90,7,17,0,0,135,0
Unstated,,,2018-07,3,17,6,6,2,0,3,57,0
"Others, Africa",Africa,,2018-07,120,128,29,21,30,6,2,157,0
"Others, Oceania",Oceania,,2018-07,30,37,8,24,13,4,51,69,0
New Zealand,Oceania,,2018-07,156,473,237,26,4,7,0,349,0
Australia,Oceania,,2018-07,708,3647,890,157,50,16,11,1878,0
"Others, Europe",Europe,,2018-07,625,1732,204,136,139,77,0,1421,0
Russian Federation,Europe,,2018-07,147,111,24,42,22,13,0,361,0
Sweden,Europe,,2018-07,111,348,73,13,15,0,0,151,0
Greece,Europe,,2018-07,56,22,4,5,6,0,0,46,0
Austria,Europe,,2018-07,177,349,110,19,18,1,0,137,0
United Kingdom,Europe,,2018-07,962,2054,573,116,23,15,5,1703,0
Spain,Europe,,2018-07,184,421,106,49,46,24,0,257,0
Switzerland,Europe,,2018-07,206,409,188,26,17,0,1,145,0
Netherlands,Europe,,2018-07,510,1474,197,32,45,5,1,475,0
Italy,Europe,,2018-07,642,367,130,87,18,8,0,373,0
Germany,Europe,,2018-07,1443,1589,467,132,72,11,1,857,0
France,Europe,,2018-07,698,1607,793,131,175,19,2,1134,0
"Others, America",America,,2018-07,96,237,111,42,72,24,1,470,0
HongKong. Macao,Asia,,2018-08,7251,169946,4053,507,922,11,311,6166,0
"Korea,Republic of",Asia,,2018-08,4016,58221,1263,363,495,289,11,6995,0
France,Europe,,2018-08,413,1918,564,34,214,11,1,1389,0
Netherlands,Europe,,2018-08,521,891,171,14,55,2,0,394,0
Switzerland,Europe,,2018-08,170,320,60,7,29,2,0,141,0
Spain,Europe,,2018-08,108,589,127,17,28,4,0,335,0
United Kingdom,Europe,,2018-08,806,2450,487,57,62,8,3,1600,0
Austria,Europe,,2018-08,162,425,74,6,17,4,0,165,0
Greece,Europe,,2018-08,42,38,7,1,3,3,0,61,0
Sweden,Europe,,2018-08,144,167,27,12,30,1,0,123,0
Russian Federation,Europe,,2018-08,157,113,15,15,26,26,1,341,0
"Others, Europe",Europe,,2018-08,746,1471,141,66,127,32,0,1245,0
Australia,Oceania,,2018-08,810,2544,656,149,29,13,8,1182,0
New Zealand,Oceania,,2018-08,147,311,163,18,12,0,0,249,0
"Others, Oceania",Oceania,,2018-08,8,33,15,4,22,0,44,125,0
S. Africa,Africa,,2018-08,68,83,35,12,4,7,0,413,0
"Others, Africa",Africa,,2018-08,158,74,22,19,24,23,1,242,0
Mainland China,Asia,,2018-08,1311,193739,5822,31,1938,6,1991,52106,0
Italy,Europe,,2018-08,280,559,113,13,42,7,0,452,0
Germany,Europe,,2018-08,1325,1682,360,67,152,21,1,829,0
Japan,Asia,,2018-08,19001,144001,2401,788,1150,116,21,19698,0
Belgium,Europe,,2018-08,152,218,71,5,26,1,0,118,0
India,Asia,,2018-08,695,363,117,107,81,101,1,1574,0
Middle East,Asia,,2018-08,552,671,67,52,32,51,1,627,0
Malaysia,Asia,Southeast Asia,2018-08,1691,18084,1171,312,369,155,112,7494,0
Singapore,Asia,Southeast Asia,2018-08,3757,15382,937,320,77,60,17,2068,0
Indonesia,Asia,Southeast Asia,2018-08,348,3176,692,164,381,78,48,11109,0
Philippines,Asia,Southeast Asia,2018-08,775,12584,826,492,123,81,73,10657,0
Thailand,Asia,Southeast Asia,2018-08,841,9637,496,246,202,85,12,5067,0
Unstated,,,2018-08,6,28,3,2,1,2,0,80,0
Vietnam,Asia,Southeast Asia,2018-08,519,17460,4665,229,286,75,10,18724,0
"Others, Asia",Asia,,2018-08,240,343,49,78,43,53,16,654,0
Canada,America,,2018-08,532,4913,1356,46,52,10,2,2186,0
United States of America,America,,2018-08,7504,13804,10934,384,323,27,33,8488,0
Mexico,America,,2018-08,52,66,15,7,27,6,0,119,0
Brazil,America,,2018-08,62,40,24,6,21,0,0,204,0
Argentina,America,,2018-08,8,23,4,1,5,2,0,38,0
"Others, America",America,,2018-08,134,196,91,32,96,9,1,754,0
"Others, Southeast Asia",Asia,Southeast Asia,2018-08,104,1337,139,27,46,14,65,829,0
Japan,Asia,,2018-09,21002,124482,1481,924,779,104,20,14311,0
